t, viconX, viconY, viconZ, viconXd, viconYd, viconZd, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, flowX, flowY, flowZ, flowPsr, uwbD, uwbAntId, uwbRspdrId, uwbRqstrId
1501485605.899875641,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.152287006,-0.085498199,0.179999992,-0.000184200,-0.000035016,-0.085528784,0.000000000,0.000000000,0.000000000,86.443595886,2.457600117,1.000000000,1.000000000,2.000000000
1501485605.899931908,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.152287006,-0.085498199,0.179999992,-0.000184200,-0.000035016,-0.085528784,0.000000000,0.000000000,0.000000000,86.443595886,2.907000065,1.000000000,0.000000000,3.000000000
1501485605.940267801,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.152287006,-0.085498199,0.179999992,-0.000184200,-0.000035016,-0.085528784,0.000000000,0.000000000,0.000000000,86.773353577,2.483999968,0.000000000,0.000000000,2.000000000
1501485605.940303326,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.152287006,-0.085498199,0.179999992,-0.000184200,-0.000035016,-0.085528784,0.000000000,0.000000000,0.000000000,86.773353577,2.929300070,0.000000000,1.000000000,3.000000000
1501485605.965063810,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.133220434,-0.053006243,0.140000001,-0.000219372,-0.000347799,-0.271915585,0.000000000,0.000000000,0.000000000,86.585571289,2.847300053,0.000000000,0.000000000,3.000000000
1501485605.965527534,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.133220434,-0.053006243,0.140000001,-0.000219372,-0.000347799,-0.271915585,0.000000000,0.000000000,0.000000000,86.585571289,2.355000019,0.000000000,1.000000000,2.000000000
1501485605.990626335,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.133220434,-0.053006243,0.140000001,-0.000219372,-0.000347799,-0.271915585,0.000000000,0.000000000,0.000000000,86.658531189,2.355600119,1.000000000,0.000000000,2.000000000
1501485605.990675926,0.155024990,-2.093821287,0.206098154,-0.000006216,-0.000021110,-0.000005334,0.003974268,0.006765490,1.609489322,-2.133220434,-0.053006243,0.140000001,-0.000219372,-0.000347799,-0.271915585,0.000000000,0.000000000,0.000000000,86.658531189,2.801000118,1.000000000,1.000000000,3.000000000
1501485606.018649817,0.155072302,-2.093786478,0.206112340,0.000083499,0.000031562,0.000017510,0.004294348,0.006631641,1.609069228,-2.118828535,-0.088969409,0.189999998,-0.000083350,-0.000248151,-0.187002972,0.000000000,0.000000000,0.000000000,86.543945312,2.904000044,1.000000000,0.000000000,3.000000000
1501485606.018688917,0.155072302,-2.093786478,0.206112340,0.000083499,0.000031562,0.000017510,0.004294348,0.006631641,1.609069228,-2.118828535,-0.088969409,0.189999998,-0.000083350,-0.000248151,-0.187002972,0.000000000,0.000000000,0.000000000,86.543945312,2.454600096,1.000000000,1.000000000,2.000000000
1501485606.056281567,0.155075297,-2.093851566,0.206109926,0.000133155,-0.000014810,0.000006408,0.004172263,0.006691013,1.609277129,-2.114208460,-0.077539980,0.189999998,-0.000298763,-0.000433364,-0.151361033,0.000000000,0.000000000,0.000000000,86.547698975,2.482000113,0.000000000,0.000000000,2.000000000
1501485606.056382656,0.155075297,-2.093851566,0.206109926,0.000133155,-0.000014810,0.000006408,0.004172263,0.006691013,1.609277129,-2.114208460,-0.077539980,0.189999998,-0.000298763,-0.000433364,-0.151361033,0.000000000,0.000000000,0.000000000,86.547698975,2.927299976,0.000000000,1.000000000,3.000000000
1501485606.081432343,0.155064270,-2.093827724,0.206129387,0.000136643,0.000015485,0.000028286,0.004218481,0.006712557,1.609210610,-2.114208460,-0.077539980,0.189999998,-0.000298763,-0.000433364,-0.151361033,0.000000000,0.000000000,0.000000000,86.628883362,2.811300039,0.000000000,0.000000000,3.000000000
1501485606.084832668,0.155033186,-2.093808174,0.206118941,0.000100071,0.000034261,0.000040463,0.003990771,0.006835189,1.609610081,-2.114208460,-0.077539980,0.189999998,-0.000298763,-0.000433364,-0.151361033,0.000000000,0.000000000,0.000000000,86.628883362,2.394000053,0.000000000,1.000000000,2.000000000
1501485606.105763674,0.155033186,-2.093808174,0.206118941,0.000100071,0.000034261,0.000040463,0.003990771,0.006835189,1.609610081,-2.089060068,-0.099527881,0.129999995,-0.000004645,-0.000428215,-0.271674275,0.000000000,0.000000000,0.000000000,86.628883362,2.835000038,1.000000000,1.000000000,3.000000000
1501485606.106821537,0.155033186,-2.093808174,0.206118941,0.000100071,0.000034261,0.000040463,0.003990771,0.006835189,1.609610081,-2.089060068,-0.099527881,0.129999995,-0.000004645,-0.000428215,-0.271674275,0.000000000,0.000000000,0.000000000,86.628883362,2.352600098,1.000000000,0.000000000,2.000000000
